symbol,base_currency,quote_currency,settlement_currency,order_size_increment,price_tick_size,min_notional,open_at,expiry_at,asset_kind,market_kind,position_limit,price_bands_width,max_slippage,max_open_orders,max_funding_rate,delta1_cross_margin_params,price_feed_id,oracle_ewma_factor,max_order_size,max_funding_rate_change,max_tob_spread,interest_rate,clamp_rate,funding_period_hours,tags,iv_bands_width,option_cross_margin_params,option_type,strike_price
ETH-USD-3650-C,ETH,USD,USDC,0.1,0.01,100,1752740155211,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,3650
ORDI-USD-PERP,ORDI,USD,USDC,0.01,0.0001,50,1714539600000,0,PERP,cross,250000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",2hWf4MD6ETE4dqcN5uFvQsL9k11eUDXLxHG5foqceknB,0.20000046249626113,500000,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
SCR-USD-PERP,SCR,USD,USDC,0.1,0.00001,50,1729751400000,0,PERP,cross,4000000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",47mS72EaoHLRvBdzhXvThk5b4p3STjbi3ta7r7zgm2Ac,0.14999987905913592,8000000,0.0005,0.02,0.0001,0.0005,8,['LAYER-2'],,,,
HYPE-USD-38-P,HYPE,USD,USDC,1,0.001,100,1747987936533,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,38
ETH-USD-2650-P,ETH,USD,USDC,0.1,0.01,100,1748504523456,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,2650
BTC-USD-107000-P,BTC,USD,USDC,0.001,0.1,100,1748498455409,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,107000
MKR-USD-PERP,MKR,USD,USDC,0.0001,0.01,50,1731394800000,0,PERP,cross,1900,0.1,0.002,75,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",AvcYwhLtXyircrmRzR9e8ettKKtf2bBfSevcKLH9jdew,0.20000046249626113,650,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
kSHIB-USD-PERP,kSHIB,USD,USDC,1,0.0000001,50,1715925600000,0,PERP,cross,120000000,0.1,0.002,75,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",HD7fKr26unn2521YNNKeV7o45c4qzpzbNMceg2NCysE1,0.20000046249626113,40000000,0.0005,0.02,0.0001,0.0005,8,['MEME'],,,,
BTC-USD-118000-C,BTC,USD,USDC,0.001,0.1,100,1752221730592,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,118000
ETH-USD-2950-C,ETH,USD,USDC,0.1,0.01,100,1749629703419,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,2950
BTC-USD-109000-C,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,109000
ES-USD-PERP,ES,USD,USDC,0.1,0.00001,50,1752666000000,0,PERP,cross,2400000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",4ySr5n2vXMjEsuF8jSCkVm9kDqxpzG3BUB3CRN3Qan68,0.14999987905913592,700000,0.0005,0.02,0.0001,0.0005,8,['LAYER 2'],,,,
BTC-USD-106000-P,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,106000
WIF-USD-PERP,WIF,USD,USDC,0.1,0.000001,50,1710916200000,0,PERP,cross,1500000,0.1,0.002,75,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",6ABgrEZk8urs6kJ1JNdC1sspH5zKXRqxy8sg3ZG2cQps,0.14999987905913592,500000,0.0005,0.02,0.0001,0.0005,8,['MEME'],,,,
ETH-USD-4200-P,ETH,USD,USDC,0.1,0.01,100,1752826555622,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,4200
SOL-USD-170-C,SOL,USD,USDC,1,0.001,100,1748505981696,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,170
BNB-USD-PERP,BNB,USD,USDC,0.001,0.001,50,1713754800000,0,PERP,cross,5000,0.1,0.002,75,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",4CkQJBxhU8EZ2UjhigbtdaPbpTe6mqf811fipYBFbSYN,0.20000046249626113,1700,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
BTC-USD-117000-C,BTC,USD,USDC,0.001,0.1,100,1752221730591,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,117000
HYPE-USD-64-C,HYPE,USD,USDC,1,0.001,100,1752480974353,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,64
HYPE-USD-41-P,HYPE,USD,USDC,1,0.001,100,1747987936534,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,41
SUI-USD-PERP,SUI,USD,USDC,0.1,0.00001,50,1712687400000,0,PERP,cross,1000000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",3Qub3HaAJaa2xNY7SUqPKd3vVwTqDfDDkEUMPjXD2c1q,0.20000046249626113,260000,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
ETH-USD-3900-C,ETH,USD,USDC,0.1,0.01,100,1752999312406,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,3900
HYPE-USD-30-C,HYPE,USD,USDC,1,0.001,100,1747987936533,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,30
APT-USD-PERP,APT,USD,USDC,0.01,0.0001,50,1715752800000,0,PERP,cross,110000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",FNNvb1AFDnDVPkocEri8mWbJ1952HQZtFLuwPiUjSJQ,0.20000046249626113,27000,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
AI16Z-USD-PERP,AI16Z,USD,USDC,0.1,0.00001,50,1735886700000,0,PERP,cross,5300000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",3WgYGs91A5V1EGwd8wnsjzxFNP8BFqecoAaGE1Sk5kKX,0.14999987905913592,140000,0.0005,0.02,0.0001,0.0005,8,['AI'],,,,
NEAR-USD-PERP,NEAR,USD,USDC,0.1,0.00001,50,1711089000000,0,PERP,cross,500000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",ECSFWQ1bnnpqPVvoy9237t2wddZAaHisW88mYxuEHKWf,0.14999987905913592,400000,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
ALCH-USD-PERP,ALCH,USD,USDC,1,0.00001,50,1747809900000,0,PERP,cross,6100000,0.2,0.005,50,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",,0.14999987905913592,1800000,0.0005,0.01,0.0001,0.0005,8,['AI'],,,,
HYPE-USD-54-C,HYPE,USD,USDC,1,0.001,100,1749629715813,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,54
BTC-USD-90000-P,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,90000
HYPE-USD-42-P,HYPE,USD,USDC,1,0.001,100,1747987936534,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,42
ETH-USD-3050-P,ETH,USD,USDC,0.1,0.01,100,1752221722965,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,3050
ETH-USD-2450-C,ETH,USD,USDC,0.1,0.01,100,1748592922592,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,2450
ETH-USD-2850-C,ETH,USD,USDC,0.1,0.01,100,1748504523455,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,2850
BTC-USD-130000-P,BTC,USD,USDC,0.001,0.1,100,1748498455409,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,130000
USUAL-USD-PERP,USUAL,USD,USDC,0.1,0.000001,50,1735201800000,0,PERP,cross,8400000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",3KMPbVzpRSNSEyBYEj8VXTv39JU2pBY7ZEDvbzKJcKZv,0.14999987905913592,230000,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
ETH-USD-2600-C,ETH,USD,USDC,0.1,0.01,100,1748504523455,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,2600
HUMA-USD-PERP,HUMA,USD,USDC,1,0.000001,50,1748362800000,0,PERP,cross,25000000,0.2,0.005,50,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",A5qVqTpREyRe6kDx2RdYm6Pmi7V7XitPsmBdGQj6wv7k,0.14999987905913592,50000000,0.0005,0.01,0.0001,0.0005,8,['DEFI'],,,,
HYPE-USD-43-P,HYPE,USD,USDC,1,0.001,100,1747987936534,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,43
PENDLE-USD-PERP,PENDLE,USD,USDC,1,0.000001,50,1716271200000,0,PERP,cross,460000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",BPLkDEyP3C1S3khkSNfHnX3Y8vSF5L6zcGyZM7TtDSSR,0.20000046249626113,115000,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
PYTH-USD-PERP,PYTH,USD,USDC,1,0.000001,50,1714374000000,0,PERP,cross,19000000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",nrYkQQQur7z8rYTST3G9GqATviK5SxTDkrqd21MW6Ue,0.20000046249626113,38000000,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
BTC-USD-116000-C,BTC,USD,USDC,0.001,0.1,100,1752135333394,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,116000
SOL-USD-200-P,SOL,USD,USDC,1,0.001,100,1748505981696,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,200
HYPE-USD-31-P,HYPE,USD,USDC,1,0.001,100,1747987936533,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,31
HYPE-USD-48-C,HYPE,USD,USDC,1,0.001,100,1748247336111,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,48
HYPE-USD-58-P,HYPE,USD,USDC,1,0.001,100,1750061739279,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,58
HYPE-USD-31-C,HYPE,USD,USDC,1,0.001,100,1747987936533,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,31
RUNE-USD-PERP,RUNE,USD,USDC,0.1,0.00001,50,1714539600000,0,PERP,cross,500000,0.1,0.002,75,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",7T1CEv5TXeheCiJeoXY7MwgeDH4YGEkVXkF3gwQP8EGD,0.20000046249626113,180000,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
HYPE-USD-41-C,HYPE,USD,USDC,1,0.001,100,1747987936534,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,41
XMR-USD-PERP,XMR,USD,USDC,0.001,0.01,50,1733380200000,0,PERP,cross,15000,0.1,0.002,75,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",5m4ycgV8V6V6ZG7JaHyPZMTcJXj4Ar4qLBCxTCoKquWU,0.20000046249626113,5200,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
FIL-USD-PERP,FIL,USD,USDC,0.1,0.00001,50,1716914400000,0,PERP,cross,330000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",2R96x9iQSB4i4NuYJ57aiv4AeBrcGtKm4yiEN3HM3NxM,0.20000046249626113,84000,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
BTC-USD-96000-P,BTC,USD,USDC,0.001,0.1,100,1750666532278,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,96000
BTC-USD-107000-C,BTC,USD,USDC,0.001,0.1,100,1748498455409,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,107000
GRASS-USD-PERP,GRASS,USD,USDC,0.1,0.00001,50,1731724200000,0,PERP,cross,380000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",3oQcLtzxNsyrSCmRu6vr8kbiZLNy4w1CQyfVhoktbq63,0.14999987905913592,110000,0.0005,0.02,0.0001,0.0005,8,['AI'],,,,
BTC-USD-101000-P,BTC,USD,USDC,0.001,0.1,100,1748592928905,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,101000
SOL-USD-220-C,SOL,USD,USDC,1,0.001,100,1748505981697,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,220
ETH-USD-2200-P,ETH,USD,USDC,0.1,0.01,100,1748504523456,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,2200
SOL-USD-185-P,SOL,USD,USDC,1,0.001,100,1748505981697,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,185
mMOG-USD-PERP,mMOG,USD,USDC,0.1,0.0001,50,1752838200000,0,PERP,cross,600000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",2asoWGpX7sjs6KdxvESdozRKKUvHR1JgV5K6DYhwkXLe,0.14999987905913592,180000,0.0005,0.2,0.0001,0.0005,8,[],,,,
INJ-USD-PERP,INJ,USD,USDC,0.1,0.00001,50,1715587200000,0,PERP,cross,50000,0.15,0.002,75,0.05,"{'imf_base': '0.1', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",9EdtbaivHQYA4Nh3XzGR6DwRaoorqXYnmpfsnFhvwuVj,0.20000046249626113,12000,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
